FACILITYKE,BuildingNu,SHORTNAME,LONGNAME,Link,scanned_dr,page_name,site_plan_,latitude,longitude
672,672,,Physical Sciences South,https://drive.google.com/open?id=1YQPNNHOVLyZgXTPRVc0_GH8XZqWyDxGg,https://drawings.facilities.ucsb.edu/results.php?locnum=672,672-Physical Sciences South,https://drive.google.com/open?id=1Lwoyx0tI221YxK6H4WTwBFebKnGvWlkT,34.414528,-119.84267
697,697,,Engineering Trailer 697,https://drive.google.com/open?id=1YV0uGt3d7aSSqitgKc9OiWtcR5qo6t5G,https://drawings.facilities.ucsb.edu/results.php?locnum=697,697-Engineering Trailer 697,https://drive.google.com/open?id=1Lrqln-9XCYjqwL-WWyD50epH4QVXPQXH,34.413712,-119.84274
698,698,,Engineering Trailer 698,https://drive.google.com/open?id=1YVB39UPhVpK1m-qOpSQXpMzmV6SpiOVP,https://drawings.facilities.ucsb.edu/results.php?locnum=698,698-Engineering Trailer 698,https://drive.google.com/open?id=1M3L0pMwxaL1ppjfDcrSjghlxjayW3hhj,34.41372,-119.842419
699,699,,Engineering Trailer 699,https://drive.google.com/open?id=1YWpR_Q5-axZP2xnBucPG9Z_QXC-wRft1,https://drawings.facilities.ucsb.edu/results.php?locnum=699,699-Engineering Trailer 699,https://drive.google.com/open?id=1MFXoB_3Bkqtfyd_AUNC2RM6KHtzpXOKl,34.413712,-119.842648
701,701,,West Apartment 701,https://drive.google.com/open?id=1Yfwly70mc-Rx1bNAONnkYUbVSYQE1STm,https://drawings.facilities.ucsb.edu/results.php?locnum=701,701-West Apartment 701,https://drive.google.com/open?id=1MK2uz2BWi7Zkna57IJb3iSsjq-whgkhR,34.418241,-119.871588
701,701,,West Apartment 701,https://drive.google.com/open?id=1YgM85ftpFo357HXWR9HaVBXB6VuB8Bv4,https://drawings.facilities.ucsb.edu/results.php?locnum=701,701-West Apartment 701,https://drive.google.com/open?id=1MGI_SlbesJFyRcnoOoooa2sjYhMWJkwB,34.417651,-119.870885
702,702,,West Apartment 702,https://drive.google.com/open?id=1YgM85ftpFo357HXWR9HaVBXB6VuB8Bv4,https://drawings.facilities.ucsb.edu/results.php?locnum=702,702-West Apartment 702,https://drive.google.com/open?id=1MGI_SlbesJFyRcnoOoooa2sjYhMWJkwB,34.417711,-119.871187
703,703,,West Apartment 703,https://drive.google.com/open?id=1Yjy2MIfHYcqR8fr9UBaq7YH-VV1mDm2C,https://drawings.facilities.ucsb.edu/results.php?locnum=703,703-West Apartment 703,https://drive.google.com/open?id=1MI8HmTsIVW-kA6ACa5QH3owO_xCD8Jzu,34.4179,-119.870856
704,704,,West Apartment 704,https://drive.google.com/open?id=1Z4dTOjZ0ZD4Q2IZv3AtS5PY_o53Qzusc,https://drawings.facilities.ucsb.edu/results.php?locnum=704,704-West Apartment 704,https://drive.google.com/open?id=1MVa1QDPtn-nlqS2IHxReaiEuuBfX1JQA,34.417926,-119.871334
705,705,,West Apartment 705,https://drive.google.com/open?id=1Z4dTOjZ0ZD4Q2IZv3AtS5PY_o53Qzusc,https://drawings.facilities.ucsb.edu/results.php?locnum=705,705-West Apartment 705,https://drive.google.com/open?id=1MVa1QDPtn-nlqS2IHxReaiEuuBfX1JQA,34.41808,-119.871333
706,706,,West Apartment 706,https://drive.google.com/open?id=1Z7SR6bWVkJHusUNi02ZdGnYF90JQ5K3l,https://drawings.facilities.ucsb.edu/results.php?locnum=706,706-West Apartment 706,https://drive.google.com/open?id=1M_e0RGBkBIzwnF6qStBn2KMwsJyEp-c2,34.418168,-119.870856
707,707,,West Apartment 707,https://drive.google.com/open?id=1Z8nj0bYv9nam5rmlW-pTYRseQzYH-STW,https://drawings.facilities.ucsb.edu/results.php?locnum=707,707-West Apartment 707,https://drive.google.com/open?id=1MXFNJOEY53F243_ZQBR5cDhtC5MxWfRc,34.418326,-119.871219
708,708,,West Apartment 708,https://drive.google.com/open?id=1ZOmTXeMVw0iGMFVv3VuQp_aktNdRf-7T,https://drawings.facilities.ucsb.edu/results.php?locnum=708,708-West Apartment 708,https://drive.google.com/open?id=1Mc4yOtdX5XOaYQwtGr2xJ9nlay1MCrUm,34.418578,-119.871331
709,709,,West Apartment 709,https://drive.google.com/open?id=1ZQC38x_alJyC1uy5UlQd1GcNp8ldSz0j,https://drawings.facilities.ucsb.edu/results.php?locnum=709,709-West Apartment 709,https://drive.google.com/open?id=1MojoKO8Yzj8GTP6moD1Hoieac7tKxjgD,34.418748,-119.870879
710,710,,West Apartment 711,https://drive.google.com/open?id=1ZYo8KmrouAWS83EptmygQA67jGU3ar8d,https://drawings.facilities.ucsb.edu/results.php?locnum=710,710-West Apartment 711,https://drive.google.com/open?id=1MpnHR20GsqZ0NbuunU48nfsahb9nErlU,34.419002,-119.870704
711,711,,West Apartment 711,https://drive.google.com/open?id=1ZbL8U9Fn57hZoz-Lju39bV6o6j3t0-aI,https://drawings.facilities.ucsb.edu/results.php?locnum=711,711-West Apartment 711,https://drive.google.com/open?id=1MqCGqIujQv4b8LlYZQuMQf0kvfU-U6mV,34.419031,-119.87099
712,712,,West Apartment 712,https://drive.google.com/open?id=1ZdnlMKzP1jxHoVURhVfCpE1-vsNTWlOq,https://drawings.facilities.ucsb.edu/results.php?locnum=712,712-West Apartment 712,https://drive.google.com/open?id=1MqGOcMxUhVH-wdbQ_ef84i0eH62Y5Lpn,34.419035,-119.871249
713,713,,West Apartment 713,https://drive.google.com/open?id=1ZeSJfzyoiol0ABasM-vLqgti_cfJMmsv,https://drawings.facilities.ucsb.edu/results.php?locnum=713,713-West Apartment 713,https://drive.google.com/open?id=1MsEJSs5C-upFEPvbd5CH93-ACyJ5U3Nt,34.417714,-119.871483
714,714,,West Apartment 714,https://drive.google.com/open?id=1ZlYKFsag1vOoAhSCLyxOFZ7QXrb5MXK3,https://drawings.facilities.ucsb.edu/results.php?locnum=714,714-West Apartment 714,https://drive.google.com/open?id=1N8MjC15Gd3Yvfj0rj9Vxcw6eCpx2uItj,34.417988,-119.87187
715,715,,West Apartment 715,https://drive.google.com/open?id=1ZsE67zNDRlSOH0D5Hoy8UAyFMAg81fyQ,https://drawings.facilities.ucsb.edu/results.php?locnum=715,715-West Apartment 715,https://drive.google.com/open?id=1N-u3B9Dk0gwyhXB99w-ayqmcP2x6w_yR,34.418232,-119.871697
716,716,,West Apartment 716,https://drive.google.com/open?id=1ZulXCXB83WnJeS081fKqaPt9EhobWmVN,https://drawings.facilities.ucsb.edu/results.php?locnum=716,716-West Apartment 716,https://drive.google.com/open?id=1N9lQjMGOsgRNd5hPcPOYvkypTHEBPeK5,34.418326,-119.871477
717,717,,West Apartment 717,https://drive.google.com/open?id=1_-OqJkmT8N0MiYRZbL13KQveX_qcEdfa,https://drawings.facilities.ucsb.edu/results.php?locnum=717,717-West Apartment 717,https://drive.google.com/open?id=1NJBrpcJozAtAfFbjcO59EW4lM7KnXsAP,34.418465,-119.871867
718,718,,West Apartment 718,https://drive.google.com/open?id=1_-w7pJH-zRIo0YAb0Smy__iM3DPxK9He,https://drawings.facilities.ucsb.edu/results.php?locnum=718,718-West Apartment 718,https://drive.google.com/open?id=1NHc4r1ZVbJCiXMu3klxqMGCvcPIUxz6U,34.418646,-119.871885
719,719,,West Apartment 719,https://drive.google.com/open?id=1_4-cKpbmPxNqnsuTp4Na8RAOLdBGsv5s,https://drawings.facilities.ucsb.edu/results.php?locnum=719,719-West Apartment 719,https://drive.google.com/open?id=1NNAg2JMRGLh_uYJ9UnZXyjwrz5zoG6BD,34.418818,-119.871865
720,720,,West Apartment 720,https://drive.google.com/open?id=1_4w-LbjV0_80_0JBh9s5GAVj8capib1g,https://drawings.facilities.ucsb.edu/results.php?locnum=720,720-West Apartment 720,https://drive.google.com/open?id=1NSYBaQa06p5OUh0HUY7V7YX1XxN-Kt0R,34.419004,-119.871478
721,721,,West Apartment 721,https://drive.google.com/open?id=1_5t2mJebAs0bQgOkLx7G5u-XBzKrswSe,https://drawings.facilities.ucsb.edu/results.php?locnum=721,721-West Apartment 721,https://drive.google.com/open?id=1NUiazWmukAXwwzFm82k6mDcC9oreJ7e0,34.417737,-119.872261
722,722,,West Apartment 722,https://drive.google.com/open?id=1_7PMIdWCaenmGyK0o0nR8Pr_Lwk24BYL,https://drawings.facilities.ucsb.edu/results.php?locnum=722,722-West Apartment 722,https://drive.google.com/open?id=1NXhrsTxVUX4aHHMoC6zHYiD-U0TnSl-9,34.418033,-119.872434
723,723,,West Apartment 723,https://drive.google.com/open?id=1_A07TVeyoy2ADbj5YIKJ987iUivnWVLZ,https://drawings.facilities.ucsb.edu/results.php?locnum=723,723-West Apartment 723,https://drive.google.com/open?id=1NcNfU-jp6npxHLU7ZsyQDfYMHhHbM52R,34.418228,-119.872049
724,724,,West Apartment 724,https://drive.google.com/open?id=1_HQ5FBSdaj6YAbKjBaxeTJenKhMYpPOk,https://drawings.facilities.ucsb.edu/results.php?locnum=724,724-West Apartment 724,https://drive.google.com/open?id=1NgrUF37ZN0ylTvQDVwEsaH40hAWt9fEl,34.418264,-119.872432
725,725,,West Apartment 725,https://drive.google.com/open?id=1_Nkgh6ff2gmHEqj7sdQQN0_SVT-Is7kH,https://drawings.facilities.ucsb.edu/results.php?locnum=725,725-West Apartment 725,https://drive.google.com/open?id=1NnRMd6OFYefWsAzfj7bSgf15EaKty1fQ,34.418492,-119.872415
726,726,,West Apartment 726,https://drive.google.com/open?id=1_Y4uqZ1M3nkYr-K16UevPe3YscKvVaa6,https://drawings.facilities.ucsb.edu/results.php?locnum=726,726-West Apartment 726,https://drive.google.com/open?id=1NmibZvSnssxli43Mx625BAu60rZd-0zs,34.418637,-119.872379
727,727,,West Apartment 727,https://drive.google.com/open?id=1_YbVg0u93FRi2MCiPYVbwY8ZL8ezHvcS,https://drawings.facilities.ucsb.edu/results.php?locnum=727,727-West Apartment 727,https://drive.google.com/open?id=1NtVenLOpg9oLd73Tz2QTzEkjmgqytfC3,34.418894,-119.872291
728,728,,West Apartment 728,https://drive.google.com/open?id=1_mYktwYr5lMtPvMYr0gIbVwbGcK8xvrT,https://drawings.facilities.ucsb.edu/results.php?locnum=728,728-West Apartment 728,https://drive.google.com/open?id=1O0ZacIEaLYMFAtWu-VoAcV9QJWzhK2zJ,34.419177,-119.872397
729,729,,West Apartment 729,https://drive.google.com/open?id=1_ennyUjqA-cpGlkDA6CF82F1u8X_g8E5,https://drawings.facilities.ucsb.edu/results.php?locnum=729,729-West Apartment 729,https://drive.google.com/open?id=1O3te2u7iqr6YLdBxb8rV5Cs5g5XkxEXL,34.41769,-119.872567
730,730,,West Apartment 730,https://drive.google.com/open?id=1_rLVe_ODaLPFU3LkWYiDTaJcM-ZJFM-j,https://drawings.facilities.ucsb.edu/results.php?locnum=730,730-West Apartment 730,https://drive.google.com/open?id=1OAIbq6mNLpIBhbdUQlwaTsk7rblIREJF,34.417647,-119.872884
731,731,,West Apartment 731,https://drive.google.com/open?id=1_xmL42bfl1-ih8eV1V5lSoc50OhXwtFD,https://drawings.facilities.ucsb.edu/results.php?locnum=731,731-West Apartment 731,https://drive.google.com/open?id=1ODLNPwsdenFTMdcrrkWc-VkolLKGqfRD,34.417855,-119.872884
732,732,,West Apartment 732,https://drive.google.com/open?id=1a0PYxil0Z7H1Wggm_sMOadRLbRH3dGjV,https://drawings.facilities.ucsb.edu/results.php?locnum=732,732-West Apartment 732,https://drive.google.com/open?id=1OD3Fwxo0qYrRkYnWSPdWZpYtSFGQdKhl,34.418656,-119.872866
733,733,,West Apartment 733,https://drive.google.com/open?id=1aBm5vFbXuR1X86jhg2h58KmXWKiUxtkJ,https://drawings.facilities.ucsb.edu/results.php?locnum=733,733-West Apartment 733,https://drive.google.com/open?id=1OSIRc5d3kTya7HTQvqHjqiKFnijGKyej,34.418897,-119.872513
734,734,,West Apartment 734,https://drive.google.com/open?id=1aBrTMjWeUWN_QsmoyxCBvMTk5n0e2uPd,https://drawings.facilities.ucsb.edu/results.php?locnum=734,734-West Apartment 734,https://drive.google.com/open?id=1OSzRA8SdgCPUPM8NHlCzbIcb1p1cRaMg,34.418917,-119.872881
735,735,,West Apartment 735,https://drive.google.com/open?id=1aKSo2F8ZpsPfaZKy8LCrkiutOdp93-mW,https://drawings.facilities.ucsb.edu/results.php?locnum=735,735-West Apartment 735,https://drive.google.com/open?id=1OewNjHSnZc8kiPquI0Ykv7L2EdyaRdyn,34.419177,-119.872862
736,736,,West Office and Laundry,https://drive.google.com/open?id=1aLutsVk7KMBj6uZ42CIsuNwqyu33WQRT,https://drawings.facilities.ucsb.edu/results.php?locnum=736,736-West Office and Laundry,https://drive.google.com/open?id=1OnI9nuKdoz8UYPUzaPIAYqbSBNz0yOXN,34.418783,-119.871227
737,737,,West Laundry,https://drive.google.com/open?id=1aRa8p_2uZsheZX8qhVlHyoEGyJ1knyPC,https://drawings.facilities.ucsb.edu/results.php?locnum=737,737-West Laundry,https://drive.google.com/open?id=1OiQUNITQ5yHwYDOv_vRa6fzweT_16eY7,34.417874,-119.872561
754,754,,West Heater 754,https://drive.google.com/open?id=1aS_pvOyeO-X-Bv8_Bz4fDDf4-nM-5T5b,https://drawings.facilities.ucsb.edu/results.php?locnum=754,754-West Heater 754,https://drive.google.com/open?id=1OfDWfj5f3elCz0afpfQcA83_E-R2iS1D,34.419088,-119.872278
758,758,,Storke Apartments 758,https://drive.google.com/open?id=1aVTFF5Xb2FCFNDkwF7e0baPBLck2cYyo,https://drawings.facilities.ucsb.edu/results.php?locnum=758,758-Storke Apartments 758,https://drive.google.com/open?id=1OoX-wVyCrFGEIY35CgbpCL6w06tZ_fLU,34.423359,-119.863302
759,759,,Storke Apartments 759,https://drive.google.com/open?id=1aZA7eCrREYQKem3EePbO9PV18d5dEPZm,https://drawings.facilities.ucsb.edu/results.php?locnum=759,759-Storke Apartments 759,https://drive.google.com/open?id=1OqbwS_-j_FMWVNYnOYxL6MZq4-FJmxQy,34.423119,-119.863894
760,760,,Storke Apartments 760,https://drive.google.com/open?id=1abioLwyQCnJCml-Ogya5tHPyYpG3LzG2,https://drawings.facilities.ucsb.edu/results.php?locnum=760,760-Storke Apartments 760,https://drive.google.com/open?id=1OqzYpxs7zgRXWs_saBbVg6GnhaNWA9wL,34.422722,-119.864682
761,761,,Storke Apartments 761,https://drive.google.com/open?id=1amYinhP7UqaM3BogAW9GlolQSEud12G5,https://drawings.facilities.ucsb.edu/results.php?locnum=761,761-Storke Apartments 761,https://drive.google.com/open?id=1OvGbDMmZTs0535pwCs0sG9-2JFqUI19i,34.422943,-119.862913
762,762,,Storke Apartments 762,https://drive.google.com/open?id=1axuBQqO8fFjNTB30rAnTLcwmbhe4AezU,https://drawings.facilities.ucsb.edu/results.php?locnum=762,762-Storke Apartments 762,https://drive.google.com/open?id=1Ot05zMgQjFx9SGjXh2MwFC4xsJkHjabs,34.42257,-119.863519
763,763,,Storke Apartments 763,https://drive.google.com/open?id=1b0MmwBmzxxOP9MHGYFARo-QFa25m4CgH,https://drawings.facilities.ucsb.edu/results.php?locnum=763,763-Storke Apartments 763,https://drive.google.com/open?id=1OyGeo8FHzD_VOb2n9QXQ7uciI1qGdOiW,34.422794,-119.863572
764,764,,Storke Apartments 764,https://drive.google.com/open?id=1bDkNUirEdrnADato1HZBQ6DZQPSGSCE7,https://drawings.facilities.ucsb.edu/results.php?locnum=764,764-Storke Apartments 764,https://drive.google.com/open?id=1PBxIwW534EEwot6Fk3tqohcLErEjTLEj,34.422172,-119.864311
765,765,,Storke Apartments 765,https://drive.google.com/open?id=1bKfZ_2BiIQproSyTGCYOXjVpYVvy0Q7-,https://drawings.facilities.ucsb.edu/results.php?locnum=765,765-Storke Apartments 765,https://drive.google.com/open?id=1P7ngprCelQEGqwbI9ldePwTKDZFDlk9Q,34.422298,-119.864546
766,766,,Storke Apartments 766,https://drive.google.com/open?id=1bO_1GVxMfEU3Wl3T1mXLJvr09kBsE_5O,https://drawings.facilities.ucsb.edu/results.php?locnum=766,766-Storke Apartments 766,https://drive.google.com/open?id=1PKOozqan-xYfIDKVKbpNsvDcBQ7qq4iK,34.422416,-119.862521
767,767,,Storke Apartments 767,https://drive.google.com/open?id=1bREQgdGZynfuyPcURNLriQejC9QJwAzr,https://drawings.facilities.ucsb.edu/results.php?locnum=767,767-Storke Apartments 767,https://drive.google.com/open?id=1PPDKgtXfH_3cO4hX__AzzINSrth9zi3j,34.422251,-119.863308
768,768,,Storke Apartments 768,https://drive.google.com/open?id=1bVYIvb4ZPYSpkDkwAnN2v2NqMGx0sQph,https://drawings.facilities.ucsb.edu/results.php?locnum=768,768-Storke Apartments 768,https://drive.google.com/open?id=1PPGSCEW5c14N9CD2iLsuYeI_yLpksz_m,34.422085,-119.86315
769,769,,Storke Apartments 769,https://drive.google.com/open?id=1bVGWNBRmx5IPItJ7xplTzmP1OcKv11Mz,https://drawings.facilities.ucsb.edu/results.php?locnum=769,769-Storke Apartments 769,https://drive.google.com/open?id=1P_7hUnhV-kI6tJ7iV3BvQIWoLHT5V2Yn,34.421869,-119.864066
770,770,,Storke Apartments 770,https://drive.google.com/open?id=1bYLh07N0mz0iONXoBP52hnL2362yFjww,https://drawings.facilities.ucsb.edu/results.php?locnum=770,770-Storke Apartments 770,https://drive.google.com/open?id=1PXgKjeAUU4HdLvIvVWs5jbK2zp-ct7FF,34.421677,-119.863962
771,771,,Storke Apartments 771,https://drive.google.com/open?id=1brHqy3j6Wr3VWipM2nBQsMsZtV9KcsH7,https://drawings.facilities.ucsb.edu/results.php?locnum=771,771-Storke Apartments 771,https://drive.google.com/open?id=1Pag5tGyLOjzPDk_fXWzbfPq6OgVtwADA,34.422071,-119.862332
772,772,,Storke Apartments 772,https://drive.google.com/open?id=1bwqR0RhLQf0WLZZcGQ7UMrGMfnOd_GLf,https://drawings.facilities.ucsb.edu/results.php?locnum=772,772-Storke Apartments 772,https://drive.google.com/open?id=1PfknsYwpdte0vQUjcN5dzI6ph_Au3W5Z,34.421905,-119.862262
773,773,,Storke Apartments 773,https://drive.google.com/open?id=1c1Lfr-UU2aNHsk9ViB7ENI3GHCH-52MS,https://drawings.facilities.ucsb.edu/results.php?locnum=773,773-Storke Apartments 773,https://drive.google.com/open?id=1PgzbEp3JJZOQETvl8PFbOwme32VWR9Xf,34.421809,-119.862852
774,774,,Storke Apartments 774,https://drive.google.com/open?id=1c7OXpc4YVebN45WUZpoj6d13dUyxCkX4,https://drawings.facilities.ucsb.edu/results.php?locnum=774,774-Storke Apartments 774,https://drive.google.com/open?id=1PhI2dQDur8Jo0cCthkltRV0M6Kn4mrQC,34.421635,-119.862735
775,775,,Storke Apartments 775,https://drive.google.com/open?id=1c9BauzjJpg3bhUtqTuPyQpwFRXIEg4oi,https://drawings.facilities.ucsb.edu/results.php?locnum=775,775-Storke Apartments 775,https://drive.google.com/open?id=1Pq9Hqbpk1VfNn-gcJYDhPyVBj3IsDASe,34.42133,-119.863803
776,776,,Storke Apartments 776,https://drive.google.com/open?id=1cFrdiineuDkP9IXeX1Ex-s5xhJMmw_bb,https://drawings.facilities.ucsb.edu/results.php?locnum=776,776-Storke Apartments 776,https://drive.google.com/open?id=1PsZoA8Ma-RbcpqhHiseJ0fTZAX5znOVq,34.422395,-119.864799
777,777,,Storke Apartments 777,https://drive.google.com/open?id=1cIvDQQ_6xuNF0lLdNNXPW8eT4F8gC0Cn,https://drawings.facilities.ucsb.edu/results.php?locnum=777,777-Storke Apartments 777,https://drive.google.com/open?id=1PzfCoACnb7YPaV39j8Awc_D6HjfeVN8a,34.421886,-119.864441
779,779,,Storke Apartments 779,https://drive.google.com/open?id=1cRKBQ39iBZS8arvLwpXKRhQ_XcgkRUSu,https://drawings.facilities.ucsb.edu/results.php?locnum=779,779-Storke Apartments 779,https://drive.google.com/open?id=1Py0RINX7p9XqGFcKX8zWgpB5zH_kHr5F,34.421403,-119.864081
780,780,,Storke Apartments 780,https://drive.google.com/open?id=1cZXpCwUa9r_VbuTrMWbzOjjRXR4KZRgH,https://drawings.facilities.ucsb.edu/results.php?locnum=780,780-Storke Apartments 780,https://drive.google.com/open?id=1Q1SqT938edIO2yknTgC_ZcQ_Aq0BjsVh,34.42277,-119.86394
781,781,,Storke Apartments 781,https://drive.google.com/open?id=1cSY1vt9BD_Yz4SXV-gweNONZRKGMh4Vd,https://drawings.facilities.ucsb.edu/results.php?locnum=781,781-Storke Apartments 781,https://drive.google.com/open?id=1QGpB-0FA1HGTHjfHgEjbSYBZh4lFdllb,34.422574,-119.86433
782,782,,Storke Apartments 782,https://drive.google.com/open?id=1cac5qi27NPKY5PGwjWFIZs8UsTY9Zkix,https://drawings.facilities.ucsb.edu/results.php?locnum=782,782-Storke Apartments 782,https://drive.google.com/open?id=1QHcYxpNu7y_nKbz0mLYJs0CJv2OetX6k,34.422317,-119.863684
783,783,,Storke Apartments 783,https://drive.google.com/open?id=1ckFyMSHXaGfvkBNsxCDj9MH0eW-MEriu,https://drawings.facilities.ucsb.edu/results.php?locnum=783,783-Storke Apartments 783,https://drive.google.com/open?id=1QJFBIgoyaTSbWE5nfBC5BSfyL05s2q5S,34.422177,-119.863963
784,784,,Storke Apartments 784,https://drive.google.com/open?id=1cn3tElSZdZBigGrrDsGAsgFPrllFdhu-,https://drawings.facilities.ucsb.edu/results.php?locnum=784,784-Storke Apartments 784,https://drive.google.com/open?id=1QI7tx1riR1iNKvnoOiiq_dmdeL1wDvCk,34.423123,-119.863325
785,785,,Storke Apartments 785,https://drive.google.com/open?id=1craDBit80_6VDmAiuBlzUnp--8z94rnh,https://drawings.facilities.ucsb.edu/results.php?locnum=785,785-Storke Apartments 785,https://drive.google.com/open?id=1QKmNYI5Ik3MIZntcnowbxVfLrYd4guGQ,34.42306,-119.863544
786,786,,Storke Service 786,https://drive.google.com/open?id=1cv9M925TdtBZvxXGDLqBPP_Im521tkZk,https://drawings.facilities.ucsb.edu/results.php?locnum=786,786-Storke Service 786,https://drive.google.com/open?id=1QRd7KlDAUWxuqW5bTLDfIFCrbTzCERja,34.422533,-119.862875
787,787,,Storke Apartments 787,https://drive.google.com/open?id=1cvxRLLjIHHIp2xoXwD8FU4cBDeN8YuAw,https://drawings.facilities.ucsb.edu/results.php?locnum=787,787-Storke Apartments 787,https://drive.google.com/open?id=1QUOoCFUsfvjX6fUAxLtrYWueotF3xPXQ,34.422534,-119.863152
788,788,,Storke Apartments 788,https://drive.google.com/open?id=1d9AOjPVeu9o8I9Q4xafsOhxS-6p8SDOM,https://drawings.facilities.ucsb.edu/results.php?locnum=788,788-Storke Apartments 788,https://drive.google.com/open?id=1QUlp7cLLpZ9gFdDPRwnXO6Noi2nT3a2S,34.422143,-119.862609
789,789,,Storke Apartments 789,https://drive.google.com/open?id=1dK66ziAO2ce7XNp9u6uwPvOIBHMHUx0d,https://drawings.facilities.ucsb.edu/results.php?locnum=789,789-Storke Apartments 789,https://drive.google.com/open?id=1QZWN9TwDH5hZZNKm1Nk6XHimX8ActqAd,34.422046,-119.862801
790,790,,Storke Apartments 790,https://drive.google.com/open?id=1dOiFu-YDUM741ExBLJiJmJi0x1dyoKv5,https://drawings.facilities.ucsb.edu/results.php?locnum=790,790-Storke Apartments 790,https://drive.google.com/open?id=1QV6Sz-5o2yABkVtKUJFqs1n_iaORmfnO,34.421722,-119.862314
791,791,,Storke Apartments 791,https://drive.google.com/open?id=1dSyUqi-RqBdYu831OK2IgIkHNyfC8SBx,https://drawings.facilities.ucsb.edu/results.php?locnum=791,791-Storke Apartments 791,https://drive.google.com/open?id=1QcxHd6rGjDJyFW2seCytCZyfN3LdUjih,34.421635,-119.862487
792,792,,Storke Apartments 792,https://drive.google.com/open?id=1dWqi-ggmsh8QMjoNCUkUEPZJV3s11XL_,https://drawings.facilities.ucsb.edu/results.php?locnum=792,792-Storke Apartments 792,https://drive.google.com/open?id=1QhTT6dqwoch6xlx4Ng6ePUXu1D0ltsST,34.423225,-119.862873
793,793,,Storke Apartments 793,https://drive.google.com/open?id=1dXW8Q2sb6y5Bngto3nT-nLn9aOD7fcmS,https://drawings.facilities.ucsb.edu/results.php?locnum=793,793-Storke Apartments 793,https://drive.google.com/open?id=1Qf_Wg10f9q17XPmgT7LnU7IOTW8EK-FE,34.422332,-119.862253
794,794,,Storke Apartments 794,https://drive.google.com/open?id=1d_GBscPGADaNcX16j3Rk_vSdr4ih5ZVs,https://drawings.facilities.ucsb.edu/results.php?locnum=794,794-Storke Apartments 794,https://drive.google.com/open?id=1QiQkOaaOyfBd3B3Z1SSrgPSC4Uw-iFQM,34.421297,-119.864695
795,795,,Storke Apartments 795,https://drive.google.com/open?id=1daCAgrpgjpMh4_WNasiI4PH-LY-Gpm30,https://drawings.facilities.ucsb.edu/results.php?locnum=795,795-Storke Apartments 795,https://drive.google.com/open?id=1Qmpw4fb28LiFNk35q9JiEUS-o3pvo6Uz,34.420956,-119.864695
796,796,,Storke Apartments 796,https://drive.google.com/open?id=1daWp5N2edONhoUQqsQzOG9YsyEe8mJlx,https://drawings.facilities.ucsb.edu/results.php?locnum=796,796-Storke Apartments 796,https://drive.google.com/open?id=1QjL8lkMrwNUZgil1QnoK2A4PZgfiaIFR,34.42083,-119.864258
797,797,,Storke Apartments 797,https://drive.google.com/open?id=1dd92jcp2i2uRx9idrq3kVm4ZF6PtzTWO,https://drawings.facilities.ucsb.edu/results.php?locnum=797,797-Storke Apartments 797,https://drive.google.com/open?id=1QpfuBAzWEjoh6wJeS0c8A4eTv1hd7a9D,34.420704,-119.864598
798,798,,Storke Apartments 798,https://drive.google.com/open?id=1ddjXtIQC34HgaOIy7ZqNk32Cj17ul3NN,https://drawings.facilities.ucsb.edu/results.php?locnum=798,798-Storke Apartments 798,https://drive.google.com/open?id=1Qq_yYIUAz1lc4SaVNKPleGh_vNwL4ISw,34.420488,-119.864694
799,799,,Storke Apt Community Bldg 799,https://drive.google.com/open?id=1diqLWKzflxKrLhDMrQiy8uXLN6pRR-rE,https://drawings.facilities.ucsb.edu/results.php?locnum=799,799-Storke Apt Community Bldg 799,https://drive.google.com/open?id=1R06U68ZGHXokaeLeGT1GLc-gbhRjI1jH,34.421252,-119.863431
802,802,,Storage Bunker 802,https://drive.google.com/open?id=1dkWVVVbXXbyAFv1HQEEK9rDWLGCHwQpo,https://drawings.facilities.ucsb.edu/results.php?locnum=802,802-Storage Bunker 802,https://drive.google.com/open?id=1QuJTk6UUy8rv8y140nb-QtYUByYCpy8K,34.422667,-119.853357
805,805,,Santa Ynez Apartments 805,https://drive.google.com/open?id=1dlcD0hcl5C77klEW2WRQf_1_NKOhNhaa,https://drawings.facilities.ucsb.edu/results.php?locnum=805,805-Santa Ynez Apartments 805,https://drive.google.com/open?id=1QuHlKkSrphu_anpfN3LGU-XWI4SDnRmG,34.41786,-119.863561
806,806,,Santa Ynez Apartments 806,https://drive.google.com/open?id=1dm1RRysRC8mpkU9qbwFbd_U2J3j5dKwL,https://drawings.facilities.ucsb.edu/results.php?locnum=806,806-Santa Ynez Apartments 806,https://drive.google.com/open?id=1RCZ-wnye-bkXFl9JyIBBUpzPOVrv876l,34.418121,-119.863522
807,807,,Santa Ynez Apartments 807,https://drive.google.com/open?id=1dp9WPMbiyReOqlD2wjuLStlSkiSIjQsL,https://drawings.facilities.ucsb.edu/results.php?locnum=807,807-Santa Ynez Apartments 807,https://drive.google.com/open?id=1R5urmrA2RdHnWCcnzc-ZGlSvO232yzM7,34.418405,-119.863604
808,808,,Santa Ynez Activities 808,https://drive.google.com/open?id=1dqbMSCCknVQrez67UHm8uyMfxdov3_0l,https://drawings.facilities.ucsb.edu/results.php?locnum=808,808-Santa Ynez Activities 808,https://drive.google.com/open?id=1RCfuW9pWu_KNeqNCeIpE9aRgMEP7jDvC,34.418362,-119.863262
