FACILITYKE,BuildingNu,SHORTNAME,LONGNAME,Link,scanned_dr,page_name,site_plan_,latitude,longitude
504,504,,Bio Science Instructional Facility,https://drive.google.com/open?id=1T-r6UqoZ1N16bdIB0uGCYqTcBqT20aeD,https://drawings.facilities.ucsb.edu/results.php?locnum=504,504-Bio Science Instructional Facility,https://drive.google.com/open?id=1G-3pDzA-syZUOzFpN8ppXKCIkUHc7g9Y,34.412183,-119.843169
505,505,,Events Center,https://drive.google.com/open?id=1T6eFdbAGOrsLbuQzlJe1wlSJvH2jofiW,https://drawings.facilities.ucsb.edu/results.php?locnum=505,505-Events Center,https://drive.google.com/open?id=1G1L6bZAcRvA3O8wyX5s4Cs6FcMDTUUD6,34.413783,-119.851337
507,507,,Central Receiving Storehouse and Mail Facility,https://drive.google.com/open?id=1TMb9iNfj6NQ7KflrU5l8Iu__iHASQJji,https://drawings.facilities.ucsb.edu/results.php?locnum=507,507-Central Receiving Storehouse and Mail Facility,https://drive.google.com/open?id=1GA9btEPxRripyjhQt6PV9o3eGKNDzJ8r,34.423142,-119.856917
510,510,,Central Garage Storage (Car Wash Building),https://drive.google.com/open?id=1TT-RjPySjjoeFIHtWzs0PvmImmM_yL2q,https://drawings.facilities.ucsb.edu/results.php?locnum=510,510-Central Garage Storage (Car Wash Building),https://drive.google.com/open?id=1GFkzZQMsfjd6-Z42QAaxCQSXQHZwI30R,34.420252,-119.852056
511,511,,Multi-Activity Center,https://drive.google.com/open?id=1TXf5gJn8SYGwckjYx83V7ceLvPLPLBwE,https://drawings.facilities.ucsb.edu/results.php?locnum=511,511-Multi-Activity Center,https://drive.google.com/open?id=1GLpOM59ejACPz-SMnh2YgkqcTssH5s9d,34.418967,-119.850439
512,512,,Bioengineering,https://drive.google.com/open?id=1TdVVJizNPr51Q220iiylVMk0NJKAHknT,https://drawings.facilities.ucsb.edu/results.php?locnum=512,512-Bioengineering,https://drive.google.com/open?id=1GOSya2B6Le75u9J1i11z5WQ_2enCba3f,34.41309,-119.844712
514,514,,Ocean Science Education Building,https://drive.google.com/open?id=1TeDmRQJLDxvrXeAdRbOTejUHzFfJDUu1,https://drawings.facilities.ucsb.edu/results.php?locnum=514,514-Ocean Science Education Building,https://drive.google.com/open?id=1GXRYv3HdQcRKnS9jkQ9L8FwvkcmaYjEL,34.412005,-119.842199
515,515,,Humanities and Social Sciences Building,https://drive.google.com/open?id=1TfpXhigGwatENbbVzehNb7m55DaxTIq9,https://drawings.facilities.ucsb.edu/results.php?locnum=515,515-Humanities and Social Sciences Building,https://drive.google.com/open?id=1GOpjYnU0jAUBbA-IPFtsygJrxBkrX6h5,34.413559,-119.850461
516,516,Pavillion Gym,Recreation Center,https://drive.google.com/open?id=1Tk7lhFR6EwxLXx7BusWWlKDATMos74cf,https://drawings.facilities.ucsb.edu/results.php?locnum=516,516-Recreation Center,https://drive.google.com/open?id=1GiX-7yibAdDpkocQpKGLGQX2QXKCwYaG,34.418468,-119.848983
517,517,,Mosher Alumno House,https://drive.google.com/open?id=1U30UoqS-ckvq8bWnALO3RmKvXzNmbDG-,https://drawings.facilities.ucsb.edu/results.php?locnum=517,517-Mosher Alumno House,https://drive.google.com/open?id=1GvSjxDdCMvETpzo7G3Jmar4AscOvHUHc,34.417381,-119.845494
518,518,,Student Greenhouse,https://drive.google.com/open?id=1UAU3lEYMdOWHKVYHY4cygH8sehUONkXY,https://drawings.facilities.ucsb.edu/results.php?locnum=518,518-Student Greenhouse,https://drive.google.com/open?id=1GoUnzFEAlUBvAyCdOl_90F9qbIvUX6Bp,34.420191,-119.858591
519,519,,Marine Science Utility Building,https://drive.google.com/open?id=1UD1Nxn8NKlaEKX0JOudB-OeuTsUiv35S,https://drawings.facilities.ucsb.edu/results.php?locnum=519,519-Marine Science Utility Building,https://drive.google.com/open?id=1H4PUgCfYj2fkhRxkOCghOvimnictX49n,34.412252,-119.842393
520,520,,Marine Science Building,https://drive.google.com/open?id=1UGFztwlg_QOwPmojZt1o7hNlv9Q-knlo,https://drawings.facilities.ucsb.edu/results.php?locnum=520,520-Marine Science Building,https://drive.google.com/open?id=1H9UOUnuCAfXJuZdZN9QG_cyFaRS8aDkK,34.412537,-119.842261
521,521,,Bren Hall,https://drive.google.com/open?id=1UGvFPuhH3_FE_FhLqcBnsgaAhmXB05vC,https://drawings.facilities.ucsb.edu/results.php?locnum=521,521-Bren Hall,https://drive.google.com/open?id=1HBsB3mgcgIhVLQBWYvvxOBFhJmKnFXDN,34.413175,-119.842046
522,522,,Building 522,https://drive.google.com/open?id=1URpy81Hc2T8NxBRMNoojblWoGUw27H60,https://drawings.facilities.ucsb.edu/results.php?locnum=522,522-Building 522,https://drive.google.com/open?id=1HG6DGgJOzhS_AZd2DZvjQRBTvPmdQP8K,34.418549,-119.852602
524,524,,Electric Sub-Station,https://drive.google.com/open?id=1UT2Ca4HNGsUnT7oMszHmG04EL1NOqFmg,https://drawings.facilities.ucsb.edu/results.php?locnum=524,524-Electric Sub-Station,https://drive.google.com/open?id=1HD37IGGYU10tp-2tuLOAu4rNbsil8EOv,34.417699,-119.846822
525,525,,Library,https://drive.google.com/open?id=1UUNgCxgDQLnrSKjFyEAw10p8EWAzZZFP,https://drawings.facilities.ucsb.edu/results.php?locnum=525,525-Library,https://drive.google.com/open?id=1HMJat7Z-REH3RIj8FIwbVcxzArxPpUrF,34.413782,-119.845487
526,526,,Webb Hall,https://drive.google.com/open?id=1UWeynn3JBzp0oVMtcAafh_c6VE_LndSb,https://drawings.facilities.ucsb.edu/results.php?locnum=526,526-Webb Hall,https://drive.google.com/open?id=1HOYKNaxjP1A5_NIMcZ_iYmkhWFqPlP3H,34.413394,-119.843735
527,527,,Santa Rosa Residence Hall,https://drive.google.com/open?id=1UeF-u74GKq8ansaNCenAnMZi6M34rTfB,https://drawings.facilities.ucsb.edu/results.php?locnum=527,527-Santa Rosa Residence Hall,https://drive.google.com/open?id=1HcZcAF4gTqMXRU82MVBhxEYcwE4CV4VW,34.410892,-119.845038
528,528,,South Hall,https://drive.google.com/open?id=1UicJ7QEruFu6kHreiHx_p0kAmpez0VnC,https://drawings.facilities.ucsb.edu/results.php?locnum=528,528-South Hall,https://drive.google.com/open?id=1HXt1htVXuNptAirJz_le9jryrugT9-y5,34.413749,-119.847456
529,529,,Main Sewer Pump,https://drive.google.com/open?id=1Uuovq-wKFGr4RmZ_05n_Q21fDZN5iNTH,https://drawings.facilities.ucsb.edu/results.php?locnum=529,529-Main Sewer Pump,https://drive.google.com/open?id=1HeQCJxm634IAGi2BSUhLD6SELUyYK-17,34.415741,-119.836503
530,530,,Centennial House Conference Facility,https://drive.google.com/open?id=1Uvr2AplvvMYBoK0-7zqLnuCTMu6duRXk,https://drawings.facilities.ucsb.edu/results.php?locnum=530,530-Centennial House Conference Facility,https://drive.google.com/open?id=1HjRFah-tFgNsv72Gd2bB_RVd55N3IYNb,34.409072,-119.84359
531,531,,Music,https://drive.google.com/open?id=1UwTK7uWpD4CbD3uvZGqYPU4viPrQ4fiw,https://drawings.facilities.ucsb.edu/results.php?locnum=531,531-Music,https://drive.google.com/open?id=1HmKb0qwTJPy8u1Z1ag84xDxtHVvY6Pjy,34.41235,-119.84719
532,532,,Coral Tree Cafe,https://drive.google.com/open?id=1Ux7GhcxdxenSAvsqZIAacsD_tmgBmKU6,https://drawings.facilities.ucsb.edu/results.php?locnum=532,532-Coral Tree Cafe,https://drive.google.com/open?id=1HkluBiwHl928Ybz0_M7Pz-Gx2D8EJJhO,34.415805,-119.846763
533,533,Rob Gym,Robertson Gym,https://drive.google.com/open?id=1UzNXspUx9TZ9cF46Bi3ATJHdiF8ezL_-,https://drawings.facilities.ucsb.edu/results.php?locnum=533,533-Robertson Gym,https://drive.google.com/open?id=1HjSA6bwm4Ba3ijHv3lALOJjQjnN-7zeO,34.416183,-119.84925
534,534,,Arts,https://drive.google.com/open?id=1V0f95IfPuEFxJgqEIti_Wx5WLhAPmSM3,https://drawings.facilities.ucsb.edu/results.php?locnum=534,534-Arts,https://drive.google.com/open?id=1HqyWo85jlOKACGJe169yT4yGdSBf8ZPj,34.412328,-119.849312
535,535,,North Hall,https://drive.google.com/open?id=1V19M_BfdDPcI1KZkRbtg5991YWHTxZmh,https://drawings.facilities.ucsb.edu/results.php?locnum=535,535-North Hall,https://drive.google.com/open?id=1HxvenplQBFiRwUa8SJZet6G8fD1cVB-3,34.415169,-119.84651
537,537,,Recreation Storage 537,https://drive.google.com/open?id=1VDPgc9Z-ckQ80AHt502ErHFoQGARlVqT,https://drawings.facilities.ucsb.edu/results.php?locnum=537,537-Recreation Storage 537,https://drive.google.com/open?id=1Hyt-iJuqlJi8ZiSJ5Ejlk6LPvFa3ZZq7,34.417163,-119.852473
538,538,,Campbell Hall,https://drive.google.com/open?id=1VEUS24gLLsE9MntiM9WmDSMDw-ERHGns,https://drawings.facilities.ucsb.edu/results.php?locnum=538,538-Campbell Hall,https://drive.google.com/open?id=1HzB4YhVNd1YehXiyVc6tjsyXs6A3blw8,34.416269,-119.845261
539,539,,Bio Sciences Annex,https://drive.google.com/open?id=1VH0QCSTcbLS73E1SKIvQHfvsRAWTyof0,https://drawings.facilities.ucsb.edu/results.php?locnum=539,539-Bio Sciences Annex,https://drive.google.com/open?id=1I1hyZi5u43NBYSXPOlxWg4p2glbX18El,34.412935,-119.843093
540,540,,Greenhouse 540,https://drive.google.com/open?id=1VJjewgU1Pqrw7eRJl6lwLsNhVsZRXBdN,https://drawings.facilities.ucsb.edu/results.php?locnum=540,540-Greenhouse 540,https://drive.google.com/open?id=1I6Hax0h7oTIwRpXxMg4l9DPDhzXk2vfg,34.412875,-119.843338
541,541,,Greenhouse 541,https://drive.google.com/open?id=1VPxkxpfTU03KKsJmaS2cIr4MlkhlXmRv,https://drawings.facilities.ucsb.edu/results.php?locnum=541,541-Greenhouse 541,https://drive.google.com/open?id=1ICiUwgqJrCmOqD-lpIcdry_QZPmcLKtb,34.413111,-119.843396
542,542,,Ortega Dining Commons,https://drive.google.com/open?id=1VQowze43Yz1F_m56ALbN3MJE8QwGJVmE,https://drawings.facilities.ucsb.edu/results.php?locnum=542,542-Ortega Dining Commons,https://drive.google.com/open?id=1ICzSADzQ4V_yOSWmFOz4ktrHEHiJJN0Q,34.410991,-119.846988
543,543,,University House,https://drive.google.com/open?id=1VUDlhs-HRj0rGevqzDX39DbW9yAC-aMs,https://drawings.facilities.ucsb.edu/results.php?locnum=543,543-University House,https://drive.google.com/open?id=1IGGF938_7czS7uFuOfFXgeCNhxJ5RhKu,34.408979,-119.843971
544,544,,Noble Hall,https://drive.google.com/open?id=1VdjIbpnAdK8IQ4ln1l_G-4BsgCPA5Go8,https://drawings.facilities.ucsb.edu/results.php?locnum=544,544-Noble Hall,https://drive.google.com/open?id=1IHxJx9tRnSyjbBev86FivEyJnTZ-g2og,34.412587,-119.843769
545,545,,Recreation Restrooms and Storage,https://drive.google.com/open?id=1Vh4BRrwlwMED0gyubYdMwgWKmvtQ1ECg,https://drawings.facilities.ucsb.edu/results.php?locnum=545,545-Recreation Restrooms and Storage,https://drive.google.com/open?id=1IIhqWoJryCipGKeS-SCjRMfKemHgVBFq,34.417668,-119.852834
546,546,,Woodhouse Lab,https://drive.google.com/open?id=1Vj0PWZTN0INNK1X4oW1pgSDwjpx6FeuI,https://drawings.facilities.ucsb.edu/results.php?locnum=546,546-Woodhouse Lab,https://drive.google.com/open?id=1IR8L1HkxcQx36IzfDD0VxOAfRQviZHdS,34.413429,-119.842734
547,547,,Anacapa Residence Hall,https://drive.google.com/open?id=1VlDwaRJZJso1ZudsLVus5jKYt_5VytqO,https://drawings.facilities.ucsb.edu/results.php?locnum=547,547-Anacapa Residence Hall,https://drive.google.com/open?id=1IeZyulSGw5J8zaomHe-_MLbGrJogjV2q,34.411041,-119.843028
548,548,,Santa Cruz Residence Hall,https://drive.google.com/open?id=1Vw4mbV9HLbPcrlcjP_jJr9o2eCHUfgEK,https://drawings.facilities.ucsb.edu/results.php?locnum=548,548-Santa Cruz Residence Hall,https://drive.google.com/open?id=1IiMIhEqgH9mjBl7cJQfQz9p2yGQtCUS0,34.409905,-119.843448
549,549,,De La Guerra Dining Commons,https://drive.google.com/open?id=1Vwza551UfDBOko7W3rc1TiBi5puloGcv,https://drawings.facilities.ucsb.edu/results.php?locnum=549,549-De La Guerra Dining Commons,https://drive.google.com/open?id=1IhP_w6Y6Ou49x7qTUc_gzNXWwNdVXadK,34.409644,-119.844956
550,550,,Beach Pump House,https://drive.google.com/open?id=1VzCn9uZkBeP7LWpbw83plPZlFMW1ELVr,https://drawings.facilities.ucsb.edu/results.php?locnum=550,550-Beach Pump House,https://drive.google.com/open?id=1IfyftJLDJ31Lei_3pjsENuvu_mNxnO0t,34.407207,-119.843115
551,551,,Psychology,https://drive.google.com/open?id=1VzZfH_MkPxNkEXaiG0XFTp3qhR7TIvdT,https://drawings.facilities.ucsb.edu/results.php?locnum=551,551-Psychology,https://drive.google.com/open?id=1IlJT0h31YoLlxmhNz2LHnKgdbH4p4LfY,34.412038,-119.845067
552,552,,Cheadle Hall,https://drive.google.com/open?id=1W1hKskW-v9nbgZIF2X8CYp0MuXms2H2B,https://drawings.facilities.ucsb.edu/results.php?locnum=552,552-Cheadle Hall,https://drive.google.com/open?id=1ImVYZ2-VMuYYXhrPSGRJH_63Fq50yJBC,34.416268,-119.846513
553,553,,San Miguel Residence Hall,https://drive.google.com/open?id=1W7VKNAYaQNQ7QCxfVykt9UU3DDBxq0P1,https://drawings.facilities.ucsb.edu/results.php?locnum=553,553-San Miguel Residence Hall,https://drive.google.com/open?id=1IsS6veFyePDVCXpjSwW8UY6LJHad2LDn,34.410298,-119.846913
554,554,,Theater & Dance East,https://drive.google.com/open?id=1WA_O0rmUiHYaCIub7p1ZHkqgEGqmVEdL,https://drawings.facilities.ucsb.edu/results.php?locnum=554,554-Theater & Dance East,https://drive.google.com/open?id=1IxshTjGaPgv2wRasiedwIMi2zVP6sK_v,34.412589,-119.850656
555,555,,Marine Biotechnology Lab,https://drive.google.com/open?id=1WGbZ_bIVQG62HJf7nK3NpXkfv8ds9v3S,https://drawings.facilities.ucsb.edu/results.php?locnum=555,555-Marine Biotechnology Lab,https://drive.google.com/open?id=1IvI3dCTmOdyYj0hYoIugwm_xrRKqjU53,34.407948,-119.843215
556,556,,Harold Frank Hall,https://drive.google.com/open?id=1WHuu2ewThibmAjBalcGs8qDj1fK_Jelp,https://drawings.facilities.ucsb.edu/results.php?locnum=556,556-Harold Frank Hall,https://drive.google.com/open?id=1J0u7DGs8HpFNn1Tk723w4JzFr6OhASe6,34.413787,-119.841381
557,557,,Chemistry,https://drive.google.com/open?id=1WK4YW8SxQMappEIL5G9HKLsxRCUBmlNG,https://drawings.facilities.ucsb.edu/results.php?locnum=557,557-Chemistry,https://drive.google.com/open?id=1J2K3SDQTvDc4XCRURqVXM6HnzV1fFfoK,34.415443,-119.84265
558,558,UCEN,University Center,https://drive.google.com/open?id=1WLd7kgdLxumsckd2xf_Yut-G3ZjFZGXT,https://drawings.facilities.ucsb.edu/results.php?locnum=558,558-University Center,https://drive.google.com/open?id=1J2yYzIGpAAKtCZ7VOrEDNfMte7AnTSd-,34.411567,-119.84789
558,558,UCEN,Multi-Cultural Center,https://drive.google.com/open?id=1Xn3XtZxU4ALF6C-AtdBbWhcsZXwdt5ZQ,https://drawings.facilities.ucsb.edu/results.php?locnum=558,558-Multi-Cultural Center,https://drive.google.com/open?id=1JDwXa0guUPkeIS5QBKVxCpx9ES9WgrYv,34.41155,-119.84663
559,559,,North Sewer Pump Station,https://drive.google.com/open?id=1WPNblGxl0B1v2O5ivPvNrvqC85c_nnCx,https://drawings.facilities.ucsb.edu/results.php?locnum=559,559-North Sewer Pump Station,https://drive.google.com/open?id=1JDKcdrOEklfRAMswzINCqKpZoZLBz6CW,34.421624,-119.852279
560,560,,Phelps Hall,https://drive.google.com/open?id=1WQhVBWQvJ9uy5SU-3wW3WEYPQqO329Ar,https://drawings.facilities.ucsb.edu/results.php?locnum=560,560-Phelps Hall,https://drive.google.com/open?id=1JHjsZF9QXlZiNKK_kZUnijTnCE9ArfTZ,34.41616,-119.844358
561,561,,San Nicholas Residence Hall,https://drive.google.com/open?id=1WRuHoADS60m7_X11yes8zj9g2LmbErwN,https://drawings.facilities.ucsb.edu/results.php?locnum=561,561-San Nicholas Residence Hall,https://drive.google.com/open?id=1JGAPoI7cU9f1jsTWyLXeXBqXcJEya8gl,34.409594,-119.846268
562,562,,Carillo Dining Commons,https://drive.google.com/open?id=1WZG5nwGulaWkptabLVWr2WfKC_mP6Ak4,https://drawings.facilities.ucsb.edu/results.php?locnum=562,562-Carillo Dining Commons,https://drive.google.com/open?id=1JHpjTH6FTmI9z7d1f9761FMgIE8vaMQ6,34.409978,-119.852789
563,563,,Ellison Hall,https://drive.google.com/open?id=1WZkQ0BXIFqFE3PFX5NClfw0zi2qoL5cV,https://drawings.facilities.ucsb.edu/results.php?locnum=563,563-Ellison Hall,https://drive.google.com/open?id=1JRk9PxzRU9tdY1pKXyZxzeL_vL_U_6zp,34.415564,-119.84527
564,564,,Girvetz Hall,https://drive.google.com/open?id=1WcoisufaFTmCGKCspk8pJ8t-cCIEyuNJ,https://drawings.facilities.ucsb.edu/results.php?locnum=564,564-Girvetz Hall,https://drive.google.com/open?id=1JSRaccG7XYHjcstfBj-D358KgQdDEzd9,34.413562,-119.846854
565,565,,Environmental Health and Safety,https://drive.google.com/open?id=1WhNf1wsc3OmxX3hsYNYpzmcoUPjIDe_c,https://drawings.facilities.ucsb.edu/results.php?locnum=565,565-Environmental Health and Safety,https://drive.google.com/open?id=1JZl8REAih3C_xntOX8cag15sNTbD9cv6,34.420325,-119.85061
567,567,,Kohn Hall,https://drive.google.com/open?id=1Wn9CrhWaLZEFhArm2yNyLOflmhW2x5nF,https://drawings.facilities.ucsb.edu/results.php?locnum=567,567-Kohn Hall,https://drive.google.com/open?id=1JT_HTbo6QpXCn4_iWEmggKggvrTIII7O,34.414397,-119.840525
568,568,,Student Affairs and Administrative Services,https://drive.google.com/open?id=1WzUZGM5VTxHE1Owf8XWdtEB4H1A8xTd4,https://drawings.facilities.ucsb.edu/results.php?locnum=568,568-Student Affairs and Administrative Services,https://drive.google.com/open?id=1JhO7Nx0UvHyWdiNtba1tg5TIf4UJBCBm,34.416312,-119.847292
569,569,,Biology Research Lab,https://drive.google.com/open?id=1X-ibMz3hlSsXHe-Ma-32W19a4r5DQMnr,https://drawings.facilities.ucsb.edu/results.php?locnum=569,569-Biology Research Lab,https://drive.google.com/open?id=1JiJtrOdCzViVx33s2YggwnX3pCFyXIao,34.412894,-119.843676
570,570,,Chemistry Annex,https://drive.google.com/open?id=1X05WgDn00bpncsKHnJ3zXWIMSO3Nr5ol,https://drawings.facilities.ucsb.edu/results.php?locnum=570,570-Chemistry Annex,https://drive.google.com/open?id=1JjLRIzwHXGi6m7yqeU2N8bIjYdsEpLZB,34.416478,-119.843485
571,571,,Biological Sciences II,https://drive.google.com/open?id=1X25sOu6QMl6B9qyhBiERV1zByH-FRyA9,https://drawings.facilities.ucsb.edu/results.php?locnum=571,571-Biological Sciences II,https://drive.google.com/open?id=1K0jHTfWoW2l1lGN1V5HrKzF9j-HFQ3FM,34.411997,-119.842633
572,572,,Broida Hall,https://drive.google.com/open?id=1X2k6LC-SfHdj1QZVfdR2ZW6fhWZ46O3V,https://drawings.facilities.ucsb.edu/results.php?locnum=572,572-Broida Hall,https://drive.google.com/open?id=1JuLZxbCAI67TzgmnO60rQv6oVjs6uYHt,34.414094,-119.843111
573,573,,Buchanan Hall,https://drive.google.com/open?id=1X6dsOwL0vuvX4KSaJMRBS1qDyC_1TE04,https://drawings.facilities.ucsb.edu/results.php?locnum=573,573-Buchanan Hall,https://drive.google.com/open?id=1K6xxygyDxGw8q4SIddWsYcoNyg1qCnvh,34.415452,-119.84457
574,574,,Public Safety,https://drive.google.com/open?id=1X7be9orW1cCPbwbeEfKiP7kBpvI2W5_k,https://drawings.facilities.ucsb.edu/results.php?locnum=574,574-Public Safety,https://drive.google.com/open?id=1KC0ImQF9aZ4GV-28nhE-RwXOE9qpo1np,34.42188,-119.85294
575,575,,Cloud Research Lab,https://drive.google.com/open?id=1X9iBr89WVcJUUb10d4vbuXDmljjQQXzM,https://drawings.facilities.ucsb.edu/results.php?locnum=575,575-Cloud Research Lab,https://drive.google.com/open?id=1KPa0w3nBkKi8V-nZY0-k1sjAgEFy-Bui,34.413447,-119.843078
576,576,,Building 576,https://drive.google.com/open?id=1XBV7TQz9Dug6NVbJEMrxSOrrEgRfKZVG,https://drawings.facilities.ucsb.edu/results.php?locnum=576,576-Building 576,https://drive.google.com/open?id=1KT-4w0RPOmLQ9WxaWI2KOcHt01rnSoNo,34.418019,-119.851477
577,577,,Softball Lockers,https://drive.google.com/open?id=1XBvbnEkk6hZFfSV_4XO4dJ52MtAczhJ-,https://drawings.facilities.ucsb.edu/results.php?locnum=577,577-Softball Lockers,https://drive.google.com/open?id=1KVaCKYJbM9FgE56_GowC4ykuTJGruf82,34.418115,-119.851899
577,577,,Baseball Lockers,https://drive.google.com/open?id=1XBvbnEkk6hZFfSV_4XO4dJ52MtAczhJ-,https://drawings.facilities.ucsb.edu/results.php?locnum=577,577-Baseball Lockers,https://drive.google.com/open?id=1KVaCKYJbM9FgE56_GowC4ykuTJGruf82,34.418888,-119.85288
578,578,,Harder Office,https://drive.google.com/open?id=1XENQsnFhBN4_M4HODIsLFImeH1WA5-oZ,https://drawings.facilities.ucsb.edu/results.php?locnum=578,578-Harder Office,https://drive.google.com/open?id=1Kb1bdfyEUcRyhx2xNDg9ANlt03cu4-no,34.420155,-119.854828
580,580,,Harder Stadium,https://drive.google.com/open?id=1XGxoa08FONF3BXtb1PulYRgl78qaV5Pd,https://drawings.facilities.ucsb.edu/results.php?locnum=580,580-Harder Stadium,https://drive.google.com/open?id=1KZMAP8YGk3Ah-6CCUxkZwtLa-FLj2na2,34.420437,-119.853805
581,581,,The Club & Guest House,https://drive.google.com/open?id=1XHSdOepYlXMnOGzAudtU5eWxPiwkFk3d,https://drawings.facilities.ucsb.edu/results.php?locnum=581,581-The Club & Guest House,https://drive.google.com/open?id=1KbiWJr2jCnlbESUQM_XjuMDnf_i3u7Co,34.411997,-119.851483
583,583,,Bird Aviary,https://drive.google.com/open?id=1XJdak_Kh-h2XDpk5PCy8JEl-XslKyB9O,https://drawings.facilities.ucsb.edu/results.php?locnum=583,583-Bird Aviary,https://drive.google.com/open?id=1KdLFiakltXmXjk_HhRzXCgLyjh3NdPea,34.420132,-119.855275
584,584,,Facilities Management Storage 584,https://drive.google.com/open?id=1XJi8Y3AqzjPZB4x1Xh40MwbGxvfZVMhW,https://drawings.facilities.ucsb.edu/results.php?locnum=584,584-Facilities Management Storage 584,https://drive.google.com/open?id=1KgIfhoFwcZTTg1mEZUBJuOCznRFsCaSO,34.421038,-119.852557
585,585,,North Water Pump Station,https://drive.google.com/open?id=1Xde_dwbsdXf4x6Ghxqtz9sJSOqjrSbU-,https://drawings.facilities.ucsb.edu/results.php?locnum=585,585-North Water Pump Station,https://drive.google.com/open?id=1KpW88JjgCI_POyGjOwMJvDSysKWPS3RI,34.421607,-119.853825
586,586,,San Rafael Tower,https://drive.google.com/open?id=1XfvFaItr5RCx4IHJnmpD2FYycEZZLVJ-,https://drawings.facilities.ucsb.edu/results.php?locnum=586,586-San Rafael Tower,https://drive.google.com/open?id=1KrvXe6nBBXk0FfU9GnxmWMAoK-US83Ry,34.41112,-119.852889
587,587,,San Rafael Cluster,https://drive.google.com/open?id=1XhRq3gNquNep7PHX2nYF4sOGUwvj10Hs,https://drawings.facilities.ucsb.edu/results.php?locnum=587,587-San Rafael Cluster,https://drive.google.com/open?id=1KqAAK8O8G4F1hKrYhjEjOwJONgMv6qfM,34.410962,-119.852191
588,588,,Student Health,https://drive.google.com/open?id=1Xn3XtZxU4ALF6C-AtdBbWhcsZXwdt5ZQ,https://drawings.facilities.ucsb.edu/results.php?locnum=588,588-Student Health,https://drive.google.com/open?id=1Kug0s2Vp9WDmamtKPo2i6MEm4aS4vT4X,34.41546,-119.852635
589,589,,Storke Tower,https://drive.google.com/open?id=1XzCdP_RIHUjWIm9f_SJYN7OLMwFfyyWo,https://drawings.facilities.ucsb.edu/results.php?locnum=589,589-Storke Tower,https://drive.google.com/open?id=1Ku4Ee4XxCyB17_rWbscfX0nGg-AesCwd,34.412643,-119.848392
589,589,,Storke Publications,https://drive.google.com/open?id=1XzCdP_RIHUjWIm9f_SJYN7OLMwFfyyWo,https://drawings.facilities.ucsb.edu/results.php?locnum=589,589-Storke Publications,https://drive.google.com/open?id=1KvRXR8_nR0r0Y8iFGma2_RRpV-yHWs4X,34.412623,-119.848265
591,591,,Kerr Hall,https://drive.google.com/open?id=1XworSuzuKNztg-xNuaTolIXgYasA2ovz,https://drawings.facilities.ucsb.edu/results.php?locnum=591,591-Kerr Hall,https://drive.google.com/open?id=1L2MiJFTSrXKg8tcG6_r5jbe6qj6WcHsY,34.414546,-119.846853
592,592,,Molten Metal Lab,https://drive.google.com/open?id=1XzIy9CKR8dd_E90ZvnHmd7Vobx5prB9t,https://drawings.facilities.ucsb.edu/results.php?locnum=592,592-Molten Metal Lab,https://drive.google.com/open?id=1LKS3xc6viprKEurmJJaAyNgiyZIUwI-i,34.411732,-119.849771
593,593,,Building 593,https://drive.google.com/open?id=1Y7LqLTXczsQSYDtz8bH8hG5_wT17gDok,https://drawings.facilities.ucsb.edu/results.php?locnum=593,593-Building 593,https://drive.google.com/open?id=1LQrsshEc5s09nnlZPOtbQy2vZTcyQr_w,34.421328,-119.852859
594,594,,Facilities Management Shop,https://drive.google.com/open?id=1Y52pwx1ueZOy1eS-tqIzhGkqSCJmdOxZ,https://drawings.facilities.ucsb.edu/results.php?locnum=594,594-Facilities Management Shop,https://drive.google.com/open?id=1LQX3sIUKebcAKoHgvNIehnhGfMhBcivW,34.42113,-119.853078
595,595,,Central Garage,https://drive.google.com/open?id=1Y8Hmp_WlklBafTALUT3OhgJ45q--04f0,https://drawings.facilities.ucsb.edu/results.php?locnum=595,595-Central Garage,https://drive.google.com/open?id=1LLjRduSa2du_ojvLz9BV52GSgHY7tfzD,34.4205,-119.85185
597,597,,First Aid Hostel,https://drive.google.com/open?id=1YCqUj53C-5hlPHjxqZQlkGNQZquktNT0,https://drawings.facilities.ucsb.edu/results.php?locnum=597,597-First Aid Hostel,https://drive.google.com/open?id=1LS00BgSHQkSGLVdZwRqZg1bgTvWosu44,34.417971,-119.852806
599,599,,Student Services,https://drive.google.com/open?id=1YDvjf_ZimRe_Jxk5_gv0Z9OwOS0wFATt,https://drawings.facilities.ucsb.edu/results.php?locnum=599,599-Student Services,https://drive.google.com/open?id=1LSjk7dWC2O5joaM7cdyQXMz-IlNHOsWj,34.413365,-119.849244
615,615,,Materials Research Lab,https://drive.google.com/open?id=1YGMm9E-GCD4eRSBG6ircCFNyvN0FqIEY,https://drawings.facilities.ucsb.edu/results.php?locnum=615,615-Materials Research Lab,https://drive.google.com/open?id=1Lomd8tX5S7Kb6fFhlak0MK5B5Eg225Yq,34.414156,-119.841585
657,657,,Physical Sciences North,https://drive.google.com/open?id=1YPcmnkqpYYqXGFqZ5L4rqXDehRB6SzD9,https://drawings.facilities.ucsb.edu/results.php?locnum=657,657-Physical Sciences North,https://drive.google.com/open?id=1M2wJSNxpYTEE_BDH4hIG0BQ6k-6mJf8Y,34.415437,-119.843624
